                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 0.8542,                0.77786,                0.90863,                0.92989,                0.97109,                0.98324,                0.63629,                 1.2386,                0.77744,                 1.1008,              0.0004951,              0.0004951,              0.0004951
                     53,                0.89188,                0.79881,                0.90579,                0.93699,                0.92875,                0.97721,                0.68787,                 1.0911,                0.82489,                 1.0264,              0.0004852,              0.0004852,              0.0004852
                     54,                0.84589,                0.76924,                0.89868,                0.95655,                 0.9426,                 0.9847,                0.71623,                 1.0262,                0.73347,                0.99956,              0.0004753,              0.0004753,              0.0004753
                     55,                0.83537,                0.77258,                0.89651,                0.97445,                0.90506,                0.97956,                0.67835,                 1.1461,                0.76556,                 1.0393,              0.0004654,              0.0004654,              0.0004654
                     56,                0.82379,                0.72179,                0.89732,                0.96643,                0.91598,                0.98414,                0.58387,                 1.4449,                0.77602,                  1.203,              0.0004555,              0.0004555,              0.0004555
                     57,                   0.86,                0.78994,                0.89724,                0.95464,                 0.9216,                 0.9831,                0.62708,                  1.305,                0.76902,                 1.1366,              0.0004456,              0.0004456,              0.0004456
                     58,                0.81952,                0.75064,                0.89766,                0.94639,                0.94734,                0.98011,                0.61792,                 1.2964,                0.75507,                   1.12,              0.0004357,              0.0004357,              0.0004357
                     59,                0.80777,                0.72379,                0.88656,                0.96687,                0.93103,                0.98196,                0.64696,                 1.2175,                0.74218,                 1.0814,              0.0004258,              0.0004258,              0.0004258
                     60,                0.84701,                0.72136,                 0.9032,                0.94831,                0.91777,                0.97923,                0.69268,                  1.091,                0.75108,                 1.0253,              0.0004159,              0.0004159,              0.0004159
                     61,                0.83696,                0.78408,                0.89484,                0.94371,                0.94074,                0.97778,                0.69295,                 1.0912,                0.72558,                 1.0306,               0.000406,               0.000406,               0.000406
                     62,                  0.836,                0.74204,                0.89403,                0.97472,                0.95678,                0.98448,                0.58669,                 1.4173,                0.72187,                  1.182,              0.0003961,              0.0003961,              0.0003961
                     63,                0.87069,                0.73166,                0.89908,                0.94705,                0.91792,                0.98117,                0.58285,                 1.4336,                0.77071,                 1.1949,              0.0003862,              0.0003862,              0.0003862
                     64,                0.83199,                 0.7187,                0.89271,                 0.9303,                0.95137,                0.98437,                 0.6558,                 1.2157,                0.70493,                 1.0871,              0.0003763,              0.0003763,              0.0003763
                     65,                0.84848,                0.71854,                  0.909,                0.96838,                0.93708,                0.98169,                 0.6089,                 1.3512,                0.72918,                 1.1651,              0.0003664,              0.0003664,              0.0003664
                     66,                0.81619,                 0.7123,                0.88558,                0.95461,                0.95443,                0.98627,                0.71067,                 1.0506,                 0.6716,                 1.0128,              0.0003565,              0.0003565,              0.0003565
                     67,                0.78561,                0.70585,                0.88415,                0.97268,                0.94779,                0.98774,                 0.6712,                 1.1773,                0.67842,                  1.058,              0.0003466,              0.0003466,              0.0003466
                     68,                0.84512,                0.71701,                0.89337,                0.95722,                0.96079,                0.98968,                0.60705,                 1.4018,                0.70996,                 1.1679,              0.0003367,              0.0003367,              0.0003367
                     69,                0.81655,                    0.7,                0.89226,                0.95404,                0.95024,                0.98617,                0.65776,                 1.2147,                0.68576,                 1.0845,              0.0003268,              0.0003268,              0.0003268
                     70,                0.79981,                0.68496,                0.89026,                0.96666,                 0.9738,                0.98884,                0.70893,                 1.0559,                0.65599,                 1.0113,              0.0003169,              0.0003169,              0.0003169
                     71,                0.80224,                0.69334,                 0.8879,                0.97018,                0.92306,                0.98187,                0.71523,                 1.0683,                0.68098,                 1.0131,               0.000307,               0.000307,               0.000307
                     72,                0.80432,                0.67247,                0.88845,                0.97436,                0.94872,                0.98698,                0.64699,                 1.2724,                0.69072,                 1.1079,              0.0002971,              0.0002971,              0.0002971
                     73,                0.76506,                0.67159,                0.87155,                 0.9606,                0.95521,                 0.9843,                0.68892,                 1.1339,                0.67258,                 1.0447,              0.0002872,              0.0002872,              0.0002872
                     74,                 0.8079,                0.67684,                0.88263,                0.95576,                0.97671,                0.98497,                 0.6597,                 1.2166,                0.65845,                 1.0837,              0.0002773,              0.0002773,              0.0002773
                     75,                0.79231,                0.67468,                0.88674,                  0.961,                 0.9808,                0.98695,                0.65606,                 1.2228,                0.64475,                 1.0884,              0.0002674,              0.0002674,              0.0002674
                     76,                 0.7944,                0.66519,                0.88498,                0.98049,                0.96048,                0.98734,                0.65112,                 1.2346,                0.65789,                  1.095,              0.0002575,              0.0002575,              0.0002575
                     77,                0.80561,                0.64893,                 0.8921,                0.96853,                0.97181,                0.98681,                0.62129,                 1.3224,                0.68234,                 1.1338,              0.0002476,              0.0002476,              0.0002476
                     78,                0.81113,                0.65102,                0.88545,                  0.982,                0.96726,                0.98851,                0.62268,                 1.3205,                0.65901,                  1.134,              0.0002377,              0.0002377,              0.0002377
                     79,                0.81911,                0.64914,                0.88933,                 0.9445,                0.96984,                0.98808,                0.66203,                 1.2182,                 0.6684,                 1.0893,              0.0002278,              0.0002278,              0.0002278
                     80,                  0.815,                0.65543,                0.89007,                 0.9368,                0.97748,                0.98628,                0.64878,                 1.2585,                0.65785,                 1.1043,              0.0002179,              0.0002179,              0.0002179
                     81,                0.78926,                0.64042,                0.88707,                 0.9673,                0.95783,                0.98637,                 0.6449,                 1.2701,                0.65841,                 1.1096,               0.000208,               0.000208,               0.000208
                     82,                0.79495,                0.63206,                 0.8867,                0.92998,                0.96474,                0.98665,                0.63577,                 1.2922,                0.68419,                 1.1272,              0.0001981,              0.0001981,              0.0001981
                     83,                 0.8057,                0.64835,                0.88913,                 0.9682,                0.97416,                0.99016,                0.67118,                 1.1993,                0.61975,                 1.0857,              0.0001882,              0.0001882,              0.0001882
                     84,                0.82509,                0.63097,                0.88655,                0.97545,                0.97431,                0.98848,                0.67796,                 1.1912,                0.62305,                 1.0829,              0.0001783,              0.0001783,              0.0001783
                     85,                 0.7529,                0.62017,                0.87424,                0.95013,                0.96296,                0.98868,                0.70445,                 1.1077,                0.63262,                 1.0419,              0.0001684,              0.0001684,              0.0001684
                     86,                0.76292,                0.61184,                0.87886,                0.95846,                0.97184,                0.98968,                0.71217,                 1.0716,                0.60878,                 1.0227,              0.0001585,              0.0001585,              0.0001585
                     87,                0.78464,                0.62538,                 0.8783,                0.98186,                0.97408,                0.98955,                  0.683,                 1.1405,                0.60545,                 1.0511,              0.0001486,              0.0001486,              0.0001486
                     88,                0.76187,                0.60699,                0.88105,                0.97519,                0.97342,                0.99056,                0.66186,                 1.2081,                0.62705,                 1.0853,              0.0001387,              0.0001387,              0.0001387
                     89,                0.78634,                  0.619,                  0.877,                0.98339,                0.95813,                0.98962,                0.67032,                 1.1871,                0.61974,                  1.074,              0.0001288,              0.0001288,              0.0001288
                     90,                0.79324,                0.61054,                  0.884,                0.97853,                0.96982,                0.98974,                0.69127,                  1.145,                0.60006,                 1.0553,              0.0001189,              0.0001189,              0.0001189
                     91,                0.75104,                0.53268,                0.88966,                0.97744,                0.95847,                0.98666,                 0.6949,                 1.1029,                0.62349,                  1.039,               0.000109,               0.000109,               0.000109
                     92,                0.75474,                0.56084,                0.88181,                0.97995,                0.96507,                0.98609,                0.67899,                 1.1641,                0.63611,                 1.0668,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.75468,                0.53276,                 0.8852,                0.96855,                0.98437,                0.99008,                0.67993,                 1.1561,                0.61323,                 1.0633,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.75339,                0.51901,                0.88691,                0.96995,                0.97655,                0.98961,                0.69829,                 1.1019,                0.60264,                 1.0382,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.76386,                0.53255,                0.88301,                0.96026,                0.98027,                0.98907,                0.65565,                 1.2429,                0.63547,                 1.1033,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.74508,                0.51913,                0.88062,                0.96782,                0.97665,                0.98841,                 0.6658,                 1.2174,                  0.629,                 1.0902,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.73967,                0.52386,                0.88268,                0.96475,                0.97937,                0.98862,                0.64801,                 1.2732,                0.63707,                 1.1225,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.74158,                0.52167,                0.88332,                0.96533,                0.97814,                0.98881,                0.67875,                 1.1817,                 0.6163,                 1.0728,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.73488,                0.52049,                0.88252,                 0.9673,                 0.9722,                0.98863,                0.67897,                 1.1812,                 0.6187,                 1.0735,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.75311,                0.52396,                0.89007,                0.95722,                0.97734,                0.98845,                0.66814,                 1.2121,                0.62427,                 1.0926,               1.99e-05,               1.99e-05,               1.99e-05
